Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtUnfSF,TotalBsmtSF,HeatingQC,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,TotalBath,TotalHalfBath,HouseAge,RemodelledAge,GarageAge
1593,30,,7890,6,6,0.0,3,3,3,3,618.0,856.0,3,0,856,2,1,3,4,1,4,2.0,399.0,3,3,0,0,0,0,166,0,0,0,3,2.0,0.0,71,60,71.0
1594,90,60.0,7200,4,6,0.0,3,3,0,0,0.0,0.0,3,0,2650,6,2,3,10,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,500,2,3.0,0.0,43,43,
1595,50,51.0,9839,5,2,0.0,3,3,3,2,894.0,894.0,5,0,1666,3,1,3,7,1,4,0.0,0.0,0,0,0,156,0,0,0,0,0,0,5,2.0,0.0,79,60,
1596,50,78.0,10452,7,6,371.0,4,4,4,3,850.0,1528.0,5,0,2133,4,1,3,8,2,3,1.0,312.0,3,3,0,0,86,0,0,0,0,0,7,2.0,1.0,69,25,69.0
1597,90,78.0,15600,5,6,430.0,3,4,3,3,657.0,1032.0,5,0,2177,5,2,3,11,0,0,2.0,484.0,3,3,0,0,0,0,0,0,0,0,3,2.0,1.0,60,19,60.0
1598,80,85.0,19645,7,6,44.0,3,3,4,3,80.0,423.0,5,0,1652,3,1,4,6,0,0,2.0,473.0,3,3,0,0,0,0,0,0,0,0,6,3.0,1.0,16,3,16.0
1599,120,35.0,3907,8,6,0.0,4,3,4,3,235.0,982.0,4,0,1034,1,1,4,4,1,3,2.0,598.0,3,3,141,36,0,0,0,0,0,0,4,2.0,0.0,21,21,21.0
1600,120,35.0,3907,8,5,0.0,4,3,4,3,1115.0,1191.0,4,0,1191,2,1,4,5,1,3,2.0,531.0,3,3,112,81,0,0,0,0,0,0,3,2.0,0.0,21,21,21.0
1601,30,58.0,8154,2,5,0.0,3,3,3,3,0.0,480.0,3,0,540,1,1,3,4,0,0,1.0,200.0,2,2,0,0,0,0,0,0,0,0,4,1.0,0.0,69,60,59.0
1602,50,50.0,9140,6,5,0.0,3,3,3,3,321.0,629.0,2,0,1107,2,1,3,5,0,0,1.0,625.0,3,3,0,56,0,0,200,0,0,0,4,1.0,0.0,89,35,60.0
1603,30,66.0,8712,4,7,0.0,2,2,3,3,756.0,756.0,4,0,952,3,1,3,5,0,0,1.0,330.0,3,3,0,0,265,0,0,0,0,0,6,1.0,0.0,114,60,114.0
1604,120,44.0,3811,8,5,186.0,4,3,5,3,221.0,1594.0,5,0,1646,2,1,4,5,1,4,2.0,525.0,3,3,128,53,0,0,155,0,0,0,5,3.0,1.0,6,5,6.0
1605,60,85.0,11050,8,5,0.0,4,3,4,3,434.0,1049.0,5,0,1916,3,1,4,8,1,3,3.0,741.0,3,3,0,70,0,0,0,0,0,0,5,3.0,1.0,12,11,12.0
1606,80,74.0,9620,6,7,0.0,3,3,3,3,564.0,1243.0,3,0,1285,3,1,4,6,1,2,2.0,473.0,3,3,375,26,0,0,0,0,0,80,5,2.0,1.0,33,33,33.0
1607,90,,12760,6,5,0.0,3,3,3,3,1958.0,1958.0,3,0,2048,5,2,3,9,0,0,2.0,776.0,3,3,0,0,0,0,0,0,0,0,3,3.0,0.0,34,34,34.0
1608,20,88.0,11896,7,5,60.0,4,3,4,3,1258.0,1336.0,5,0,1346,3,1,4,6,1,3,3.0,660.0,3,3,100,48,0,0,0,0,0,0,5,3.0,0.0,2,2,2.0
1609,20,73.0,9803,7,5,0.0,4,3,4,3,1214.0,1214.0,5,0,1214,2,1,4,6,0,0,2.0,520.0,3,3,0,25,0,0,0,0,0,0,1,2.0,0.0,1,0,0.0
1610,60,73.0,9802,5,5,0.0,3,3,4,3,384.0,384.0,4,0,1444,3,1,3,7,0,0,2.0,400.0,3,3,100,0,0,0,0,0,0,0,4,2.0,1.0,4,3,3.0
1611,20,85.0,15300,5,5,0.0,3,3,3,3,1026.0,1068.0,3,0,1264,2,1,3,7,1,3,2.0,528.0,3,3,0,0,0,0,0,0,0,0,6,2.0,0.0,45,33,45.0
1612,20,93.0,10114,5,5,0.0,3,3,5,3,1430.0,1430.0,5,0,1430,3,1,4,7,0,0,2.0,624.0,3,3,0,0,0,0,0,0,0,0,3,2.0,0.0,6,5,6.0
1613,20,,11875,5,5,0.0,3,3,4,3,1344.0,1344.0,5,0,1344,3,1,3,7,1,4,2.0,686.0,3,3,328,0,0,0,0,0,0,0,6,2.0,0.0,11,11,9.0
1614,120,31.0,2394,5,6,0.0,3,3,4,3,30.0,945.0,5,0,945,2,1,3,5,1,1,1.0,253.0,3,3,174,0,56,0,108,0,0,0,5,2.0,1.0,37,37,37.0
1615,160,21.0,1476,4,7,0.0,3,3,3,3,370.0,546.0,5,0,1092,3,1,3,5,0,0,0.0,0.0,0,0,200,26,0,0,0,0,0,0,3,1.0,1.0,40,40,
1616,160,21.0,1900,4,4,0.0,3,3,3,3,546.0,546.0,5,0,1092,3,1,3,5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,1.0,1.0,40,40,
1617,160,21.0,1890,4,6,0.0,3,3,3,3,252.0,546.0,3,0,1092,3,1,3,5,0,0,1.0,286.0,3,3,0,0,64,0,0,0,0,0,6,1.0,1.0,38,38,38.0
1618,20,50.0,6953,5,7,0.0,3,4,3,3,395.0,864.0,5,0,874,3,1,3,5,0,0,1.0,352.0,3,3,0,0,0,0,0,0,0,0,6,1.0,0.0,39,6,39.0
1619,20,76.0,12887,5,7,0.0,3,3,4,3,36.0,833.0,3,0,833,2,1,4,5,0,0,2.0,495.0,3,3,431,0,0,0,0,0,0,0,4,2.0,0.0,26,26,26.0
1620,90,70.0,7700,5,2,0.0,3,1,3,3,1216.0,1216.0,4,0,2432,4,2,3,10,0,0,2.0,616.0,3,2,200,0,0,0,0,0,0,600,2,4.0,2.0,25,24,25.0
1621,60,63.0,10475,5,5,0.0,3,3,4,3,166.0,624.0,4,0,1274,3,1,3,6,0,0,2.0,576.0,3,3,22,0,0,0,0,0,0,0,3,1.0,1.0,19,19,17.0
1622,50,68.0,10544,5,5,0.0,3,3,3,3,388.0,864.0,3,0,1479,5,1,3,8,0,0,1.0,275.0,3,3,287,0,280,0,0,0,0,0,4,2.0,0.0,41,41,41.0
1623,20,76.0,9892,8,5,0.0,4,4,4,4,54.0,1679.0,5,0,1803,3,1,4,6,2,3,2.0,482.0,3,3,129,64,222,0,0,0,0,0,2,3.0,2.0,16,15,16.0
1624,60,74.0,12961,6,5,0.0,4,4,4,3,208.0,1152.0,5,0,1797,3,1,4,7,1,2,2.0,616.0,3,3,162,312,0,0,0,0,0,0,3,3.0,1.0,17,16,17.0
1625,20,74.0,13008,6,5,0.0,3,3,2,2,318.0,882.0,3,0,882,2,1,3,5,0,0,1.0,502.0,3,3,0,0,0,0,0,0,0,0,10,1.0,0.0,53,53,53.0
1626,20,85.0,10200,6,5,440.0,3,3,3,3,590.0,1434.0,3,0,1434,4,1,3,7,1,4,2.0,528.0,3,3,80,21,0,0,0,0,0,0,6,3.0,0.0,35,35,35.0
1627,60,88.0,10179,6,5,0.0,3,3,4,3,98.0,945.0,5,0,1608,3,1,3,7,1,3,2.0,470.0,3,3,252,30,0,0,0,0,0,0,7,2.0,1.0,12,12,12.0
1628,60,,11792,8,5,188.0,4,3,4,3,158.0,1008.0,5,0,2283,4,1,4,9,1,4,3.0,632.0,3,3,120,46,0,0,0,0,0,0,8,2.0,1.0,6,6,6.0
1629,80,60.0,8400,7,5,32.0,3,3,4,3,100.0,384.0,4,0,1628,3,1,3,7,1,3,2.0,390.0,3,3,48,72,0,0,0,0,0,490,6,2.0,1.0,13,12,13.0
1630,120,28.0,7296,8,5,0.0,4,3,5,3,243.0,2208.0,5,0,2522,1,1,4,8,1,4,2.0,564.0,3,3,182,57,0,0,0,0,0,0,11,3.0,0.0,5,4,5.0
1631,120,61.0,7380,8,5,0.0,3,3,4,3,1077.0,1418.0,5,0,1478,2,1,3,5,0,0,2.0,495.0,3,3,168,43,0,0,0,0,0,0,7,3.0,0.0,11,11,11.0
1632,120,57.0,8013,8,5,0.0,4,3,4,3,846.0,1587.0,5,0,1734,2,1,4,6,0,0,2.0,528.0,3,3,52,50,0,0,0,0,0,0,9,3.0,0.0,14,13,14.0
1633,80,57.0,8923,7,5,0.0,4,3,4,3,195.0,384.0,4,0,1382,3,1,3,7,1,3,2.0,396.0,3,3,256,0,0,0,0,0,0,0,2,2.0,1.0,11,11,11.0
1634,60,60.0,7500,6,5,0.0,4,3,4,3,476.0,952.0,4,0,1636,3,1,3,7,1,3,2.0,440.0,3,3,0,84,0,0,0,0,0,0,10,3.0,1.0,11,10,11.0
1635,60,,8803,6,5,0.0,3,3,4,3,107.0,707.0,4,0,1516,3,1,4,7,1,3,2.0,409.0,3,3,0,46,0,0,0,0,0,0,7,3.0,1.0,15,14,15.0
1636,20,58.0,7250,6,5,45.0,3,3,4,3,1181.0,1181.0,5,0,1190,3,1,4,6,1,3,2.0,430.0,3,3,0,21,0,0,0,0,0,0,11,2.0,0.0,16,16,16.0
1637,60,85.0,11900,5,6,157.0,3,3,4,3,722.0,1122.0,5,0,1934,3,1,3,6,1,3,2.0,567.0,3,3,0,176,0,0,200,0,0,0,7,3.0,1.0,32,32,32.0
1638,60,,13250,7,6,256.0,3,3,4,3,832.0,832.0,3,0,2050,4,1,4,8,1,3,2.0,529.0,3,3,192,192,0,0,0,0,0,0,5,2.0,1.0,31,31,31.0
1639,20,80.0,10928,6,6,101.0,3,3,3,3,1064.0,1427.0,3,0,1671,3,1,3,7,1,3,2.0,484.0,3,3,252,55,0,0,0,0,0,0,8,2.0,0.0,31,23,31.0
1640,60,,12388,7,7,229.0,3,3,4,3,441.0,1043.0,3,0,2673,4,1,4,9,1,3,2.0,441.0,3,3,178,84,0,0,0,0,0,0,8,2.0,1.0,29,18,29.0
1641,20,80.0,11088,6,5,144.0,3,3,3,3,308.0,1140.0,4,0,1707,3,1,3,7,1,3,2.0,479.0,3,3,0,0,0,0,0,0,0,0,5,2.0,0.0,31,11,31.0
1642,60,70.0,7000,7,5,0.0,4,3,4,3,304.0,926.0,5,0,1884,3,1,5,7,1,5,2.0,581.0,3,3,0,35,0,0,0,0,0,0,6,3.0,1.0,6,6,6.0
1643,60,,7500,8,5,0.0,4,3,4,3,1058.0,1058.0,5,0,1874,3,1,4,7,1,3,2.0,588.0,3,3,0,134,0,0,0,0,0,0,3,2.0,1.0,9,8,9.0
1644,60,,8470,8,5,0.0,4,3,4,3,471.0,972.0,5,0,1811,3,1,4,7,1,4,2.0,565.0,3,3,225,48,0,0,0,0,0,0,10,2.0,1.0,7,7,7.0
1645,20,,9373,5,7,161.0,3,3,4,3,120.0,1621.0,3,0,1621,3,1,3,7,2,2,2.0,478.0,3,3,0,0,0,0,490,0,0,0,6,3.0,0.0,34,34,34.0
1646,20,78.0,10140,6,6,196.0,3,3,3,3,228.0,1116.0,5,0,1116,3,1,3,6,1,3,2.0,528.0,3,3,0,0,0,0,0,0,0,0,4,3.0,0.0,35,35,35.0
1647,20,85.0,11050,7,5,0.0,3,3,3,3,540.0,1176.0,2,0,1193,3,1,3,5,1,3,2.0,506.0,3,3,40,0,0,0,0,0,0,0,8,2.0,0.0,34,34,34.0
1648,20,,7830,5,5,0.0,3,3,3,3,1180.0,1180.0,3,0,1180,2,1,3,6,0,0,2.0,477.0,3,3,0,45,0,0,0,0,0,0,3,1.0,1.0,39,39,39.0
1649,20,,8510,5,7,178.0,3,3,4,3,543.0,1043.0,5,0,1050,3,1,3,6,0,0,1.0,336.0,3,3,0,0,0,0,0,0,0,0,7,2.0,1.0,38,38,38.0
1650,20,60.0,7038,4,6,0.0,3,3,3,3,138.0,864.0,3,0,864,3,1,3,5,0,0,2.0,576.0,3,3,210,0,0,0,0,0,0,0,9,2.0,0.0,39,39,8.0
1651,20,60.0,9000,4,7,0.0,3,4,3,3,624.0,864.0,4,0,864,3,1,3,5,0,0,2.0,576.0,3,3,200,0,0,0,0,0,0,0,7,1.0,0.0,38,3,23.0
1652,160,21.0,1680,6,5,504.0,3,3,3,3,229.0,483.0,3,0,987,2,1,3,5,0,0,1.0,264.0,3,3,0,0,0,0,0,0,0,0,7,2.0,1.0,36,36,36.0
1653,160,21.0,1680,6,6,425.0,3,3,3,3,79.0,483.0,3,0,987,2,1,3,5,0,0,1.0,288.0,3,3,0,0,0,0,0,0,0,0,7,2.0,1.0,37,37,37.0
1654,160,24.0,2308,6,5,0.0,3,3,4,3,498.0,804.0,3,0,1548,3,1,3,7,1,3,2.0,440.0,3,3,108,0,0,0,0,0,0,0,9,2.0,1.0,33,33,33.0
1655,120,24.0,2280,7,5,0.0,3,3,4,3,0.0,1057.0,3,0,1055,2,1,3,4,1,2,2.0,440.0,3,3,0,27,0,0,0,0,0,0,8,2.0,1.0,34,34,34.0
1656,160,24.0,2349,6,5,0.0,3,3,4,3,466.0,855.0,3,0,1456,3,1,3,6,1,3,2.0,440.0,3,3,0,28,0,0,0,0,0,0,5,2.0,1.0,32,32,32.0
1657,160,24.0,2364,6,5,0.0,3,3,4,3,484.0,804.0,3,0,1548,3,1,3,7,1,3,2.0,440.0,3,3,108,0,0,0,0,0,0,0,7,2.0,2.0,31,31,31.0
1658,160,24.0,2364,6,5,0.0,4,3,4,3,576.0,855.0,3,0,1456,3,1,3,6,1,3,2.0,440.0,3,3,147,0,0,0,0,0,0,0,4,2.0,1.0,31,31,31.0
1659,120,24.0,2104,7,6,0.0,3,3,3,3,300.0,836.0,3,0,836,2,1,3,5,0,0,1.0,345.0,3,3,150,20,0,0,0,0,0,0,10,1.0,1.0,33,33,33.0
1660,20,,10710,5,7,165.0,4,3,3,3,220.0,864.0,5,0,1120,3,1,3,5,1,3,2.0,656.0,3,3,0,162,0,0,0,0,0,1200,7,1.0,1.0,43,5,43.0
1661,60,110.0,14257,9,5,726.0,5,3,5,3,416.0,1776.0,5,0,2772,4,1,5,10,3,4,3.0,754.0,3,3,135,64,0,0,0,0,0,0,6,4.0,1.0,2,2,2.0
1662,60,95.0,12350,9,5,0.0,4,3,5,3,379.0,1365.0,5,0,2690,3,1,5,8,1,4,3.0,864.0,3,3,0,197,0,0,0,0,0,0,7,3.0,1.0,0,0,0.0
1663,20,95.0,12350,9,5,450.0,5,3,5,3,788.0,2020.0,5,0,2020,3,1,5,7,1,4,3.0,896.0,3,3,192,98,0,0,0,0,0,0,5,3.0,0.0,1,1,1.0
1664,20,105.0,13693,10,5,472.0,5,3,5,3,342.0,2630.0,5,0,2674,2,1,5,8,2,4,3.0,762.0,3,3,360,50,0,0,0,0,0,0,3,4.0,1.0,2,2,2.0
1665,20,95.0,11578,9,5,302.0,5,3,5,3,1736.0,1736.0,5,0,1736,3,1,5,7,1,4,3.0,834.0,3,3,319,90,0,0,0,0,0,0,7,2.0,0.0,1,1,1.0
1666,20,129.0,16870,8,5,238.0,4,3,5,3,251.0,1782.0,5,0,1782,3,1,4,7,2,4,3.0,932.0,3,3,99,82,0,0,0,0,0,0,4,3.0,0.0,5,4,5.0
1667,60,59.0,23303,8,5,20.0,4,3,5,3,278.0,1508.0,5,0,2520,5,1,5,10,1,4,3.0,640.0,3,3,192,273,0,0,0,0,0,0,6,3.0,1.0,2,2,2.0
1668,20,87.0,10367,9,5,284.0,5,3,5,3,724.0,1739.0,5,0,1743,3,1,5,8,1,4,3.0,927.0,3,3,168,45,0,0,0,0,0,0,6,3.0,0.0,1,1,1.0
1669,20,77.0,10872,9,5,122.0,4,3,5,4,467.0,1504.0,5,0,1531,2,1,5,6,1,4,3.0,700.0,3,3,184,52,0,0,0,0,0,0,2,3.0,0.0,3,3,3.0
1670,20,102.0,13514,9,5,285.0,5,3,5,3,632.0,1774.0,5,0,1808,3,1,5,7,1,4,3.0,850.0,3,3,200,26,0,0,0,0,0,0,3,3.0,0.0,1,1,1.0
1671,20,90.0,12878,7,5,418.0,4,3,4,3,498.0,1760.0,5,0,1760,3,1,4,8,1,4,2.0,583.0,3,3,165,190,0,0,0,0,0,0,6,3.0,0.0,6,5,6.0
1672,20,110.0,15274,9,5,724.0,4,3,5,3,480.0,2452.0,5,0,2452,3,1,5,10,1,4,3.0,886.0,3,3,0,116,0,0,0,0,0,0,7,4.0,0.0,6,6,6.0
1673,60,96.0,13262,8,5,186.0,4,3,4,3,1082.0,1082.0,5,0,2400,4,1,4,10,1,4,3.0,730.0,3,3,114,40,0,0,0,0,0,0,6,3.0,1.0,6,5,6.0
1674,20,70.0,9658,8,5,383.0,4,3,4,3,1598.0,1598.0,4,0,1606,3,1,4,6,1,4,3.0,871.0,3,3,230,60,0,0,0,0,0,0,7,2.0,0.0,3,3,3.0
1675,120,47.0,6904,6,5,240.0,4,3,4,3,522.0,1358.0,5,0,1358,2,1,4,6,1,4,2.0,484.0,3,3,192,36,0,0,0,0,0,0,8,2.0,0.0,4,4,4.0
1676,120,34.0,5122,6,5,135.0,4,3,4,3,425.0,1306.0,5,0,1306,1,1,4,5,1,4,2.0,624.0,3,3,170,63,0,0,0,0,0,0,3,3.0,0.0,4,4,4.0
1677,120,80.0,10307,7,5,176.0,4,3,4,3,474.0,1350.0,5,0,1358,2,1,4,6,1,4,2.0,484.0,3,3,192,26,0,0,0,0,0,0,5,3.0,0.0,2,1,1.0
1678,20,100.0,14836,10,5,730.0,5,3,5,3,346.0,2492.0,5,0,2492,2,1,5,8,1,5,3.0,949.0,3,3,226,235,0,0,0,0,0,0,2,3.0,1.0,5,4,5.0
1679,20,117.0,15262,8,5,470.0,4,3,5,3,643.0,2200.0,5,0,2200,3,1,5,8,1,4,3.0,685.0,3,3,208,55,0,0,0,0,0,0,7,3.0,1.0,6,5,6.0
1680,120,44.0,7390,9,5,308.0,5,3,5,3,1084.0,1884.0,5,0,1884,2,1,5,6,1,4,2.0,649.0,3,3,231,90,0,0,0,0,0,0,5,3.0,0.0,1,0,1.0
1681,120,48.0,6472,9,5,500.0,5,3,5,3,1451.0,1451.0,5,0,1456,2,1,5,6,1,4,2.0,539.0,3,3,192,42,0,0,0,0,0,0,4,2.0,0.0,1,1,1.0
1682,20,129.0,16770,8,5,270.0,4,3,5,3,516.0,1712.0,5,0,1712,3,1,4,8,1,4,3.0,701.0,3,3,218,183,0,0,0,0,0,0,9,3.0,0.0,7,6,7.0
1683,120,48.0,3480,7,5,163.0,4,3,4,3,1405.0,1405.0,5,0,1405,2,1,4,6,1,3,2.0,478.0,3,3,148,36,0,0,0,0,0,0,11,2.0,0.0,6,6,6.0
1684,60,63.0,10928,7,5,0.0,4,3,4,4,728.0,728.0,5,0,1456,3,1,4,8,1,4,2.0,390.0,3,3,100,0,0,0,0,0,0,0,6,2.0,1.0,4,4,4.0
1685,60,57.0,8918,6,5,0.0,4,3,4,3,745.0,745.0,5,0,1490,3,1,4,7,1,4,2.0,392.0,3,3,36,20,0,0,0,0,0,0,7,2.0,1.0,4,3,4.0
1686,120,43.0,3182,7,5,16.0,4,3,4,3,1204.0,1220.0,5,0,1220,2,1,4,5,1,4,2.0,397.0,3,3,100,16,0,0,0,0,0,0,8,2.0,0.0,4,3,4.0
1687,80,59.0,9434,7,5,0.0,4,3,4,3,384.0,384.0,5,0,1374,3,1,4,6,1,4,2.0,400.0,3,3,100,0,0,0,0,0,0,0,8,2.0,1.0,5,4,5.0
1688,60,62.0,7984,7,5,200.0,4,3,4,3,868.0,868.0,5,0,1630,3,1,4,7,1,4,2.0,436.0,3,3,120,48,0,0,0,0,0,0,9,2.0,1.0,5,4,5.0
1689,60,61.0,10125,7,5,0.0,4,3,4,3,846.0,846.0,5,0,1594,3,1,4,7,1,4,2.0,434.0,3,3,300,48,0,0,0,0,0,0,7,2.0,1.0,5,5,5.0
1690,60,,8965,7,5,0.0,4,3,4,3,130.0,782.0,5,0,1489,3,1,4,8,1,4,2.0,400.0,3,3,0,75,0,0,0,0,0,0,6,3.0,1.0,6,6,6.0
1691,60,,8174,7,5,0.0,4,3,4,3,204.0,698.0,5,0,1342,3,1,4,7,1,3,2.0,393.0,3,3,100,56,0,0,0,0,0,0,5,3.0,1.0,6,6,6.0
1692,60,,12891,8,5,,4,3,5,3,219.0,870.0,5,0,2004,4,1,4,8,1,4,3.0,644.0,3,3,0,48,0,0,0,0,0,0,7,3.0,1.0,7,7,7.0
1693,80,61.0,9734,7,5,0.0,4,3,4,3,30.0,384.0,5,0,1374,3,1,4,7,0,0,2.0,400.0,3,3,0,0,0,0,0,0,0,0,5,2.0,1.0,5,5,5.0
1694,60,42.0,8433,6,5,0.0,3,3,4,3,111.0,794.0,5,0,1514,3,1,3,7,1,3,2.0,394.0,3,3,0,72,0,0,0,0,0,0,6,3.0,1.0,9,9,9.0
1695,80,62.0,7750,7,5,0.0,3,3,4,3,384.0,384.0,5,0,1430,3,1,3,7,1,3,2.0,400.0,3,3,0,0,0,0,0,0,0,0,3,2.0,1.0,10,9,10.0
1696,60,,15896,7,5,210.0,4,3,4,3,264.0,1177.0,5,0,2312,4,1,4,8,1,3,3.0,658.0,3,3,298,0,0,0,0,0,0,0,5,3.0,1.0,10,10,10.0
1697,80,64.0,7848,7,6,0.0,3,3,3,3,384.0,384.0,5,0,1430,3,1,3,7,1,3,2.0,410.0,3,3,0,0,0,0,0,0,0,0,6,2.0,1.0,10,10,10.0
1698,60,106.0,12720,8,5,150.0,4,3,4,3,282.0,1455.0,5,0,2687,4,1,4,10,2,3,3.0,810.0,3,3,252,30,0,0,0,0,0,0,9,3.0,1.0,9,9,9.0
1699,20,,10750,8,5,634.0,4,3,4,3,262.0,2024.0,5,0,2063,3,1,4,7,2,4,3.0,815.0,3,3,182,56,0,0,0,0,0,0,6,3.0,0.0,15,14,15.0
1700,60,79.0,9085,7,5,286.0,4,3,4,3,254.0,1070.0,5,0,2061,3,1,4,7,1,3,2.0,647.0,3,3,296,102,209,0,0,0,0,0,11,3.0,1.0,14,13,14.0
1701,60,,11692,8,5,372.0,4,3,4,3,549.0,1173.0,5,0,2232,3,1,4,8,1,3,2.0,623.0,3,3,173,165,0,0,0,0,0,0,10,3.0,1.0,16,15,16.0
1702,20,86.0,11194,8,5,240.0,4,3,4,3,1696.0,1696.0,5,0,1696,3,1,4,7,0,0,3.0,972.0,3,3,120,56,0,0,0,0,0,0,9,2.0,0.0,1,1,1.0
1703,20,78.0,10206,8,5,294.0,4,3,4,3,1614.0,1614.0,5,0,1658,3,1,4,7,1,4,3.0,726.0,3,3,144,44,0,0,0,0,0,0,9,2.0,1.0,1,1,1.0
1704,20,85.0,10130,8,5,260.0,4,3,4,3,408.0,1702.0,5,0,1702,3,1,4,7,1,4,3.0,844.0,3,3,0,69,0,0,0,0,0,0,3,3.0,0.0,2,2,2.0
1705,20,76.0,9139,8,5,206.0,4,3,5,3,1043.0,1422.0,5,0,1432,3,1,4,7,1,4,2.0,492.0,3,3,297,50,0,0,0,0,0,0,9,2.0,0.0,3,3,3.0
1706,20,85.0,11128,9,5,198.0,5,3,5,3,300.0,2458.0,5,0,2490,2,1,5,9,2,4,3.0,795.0,3,3,70,226,0,0,0,0,0,0,10,3.0,0.0,4,3,4.0
1707,20,90.0,7993,7,5,,4,3,5,3,1436.0,1436.0,5,0,1436,3,1,4,6,0,0,2.0,529.0,3,3,0,121,0,0,0,0,0,0,10,2.0,0.0,1,0,1.0
1708,20,72.0,8640,7,5,0.0,4,3,4,3,1402.0,1402.0,5,0,1402,3,1,4,7,0,0,2.0,625.0,3,3,205,126,0,0,0,0,0,0,5,2.0,0.0,1,1,1.0
1709,20,112.0,12606,9,5,120.0,4,3,4,3,1530.0,1530.0,5,0,1530,3,1,4,7,1,4,3.0,984.0,3,3,212,136,0,0,0,0,0,0,5,2.0,0.0,2,1,1.0
1710,20,75.0,7500,8,5,238.0,4,3,4,3,1348.0,1372.0,5,0,1448,2,1,4,6,1,4,2.0,692.0,3,3,0,140,0,0,0,0,0,0,6,2.0,0.0,3,2,3.0
1711,60,84.0,10603,8,5,121.0,4,3,5,4,218.0,900.0,5,0,1795,3,1,4,8,1,4,3.0,782.0,3,3,168,45,0,0,0,0,0,0,7,3.0,1.0,3,3,3.0
1712,20,65.0,8125,8,5,288.0,4,3,4,3,1836.0,1836.0,5,0,1836,3,1,4,8,1,4,2.0,517.0,3,3,0,175,0,0,0,0,0,0,10,2.0,0.0,1,0,0.0
1713,20,85.0,10625,7,5,0.0,4,3,4,3,222.0,1652.0,5,0,1662,3,1,5,8,1,4,3.0,711.0,3,3,168,120,0,0,0,0,0,0,3,3.0,0.0,3,2,3.0
1714,20,68.0,8736,7,5,0.0,4,3,4,3,422.0,1553.0,5,0,1553,3,1,4,6,0,0,2.0,588.0,3,3,192,88,0,0,0,0,0,0,8,3.0,0.0,6,5,6.0
1715,60,65.0,8127,7,5,0.0,4,3,4,3,402.0,812.0,5,0,1653,3,1,4,6,0,0,2.0,628.0,3,3,0,45,0,0,0,0,0,0,3,3.0,1.0,6,6,6.0
1716,20,80.0,9605,7,6,0.0,4,3,4,3,1218.0,1218.0,5,0,1218,3,1,4,6,0,0,2.0,576.0,3,3,0,178,0,0,0,0,0,0,4,1.0,1.0,2,2,2.0
1717,20,63.0,7500,7,5,0.0,4,3,4,4,1087.0,1141.0,5,0,1141,3,1,4,6,0,0,2.0,484.0,3,3,182,0,0,0,0,0,0,0,6,2.0,1.0,3,3,3.0
1718,20,63.0,7500,6,5,0.0,3,3,4,3,1158.0,1158.0,5,0,1158,3,1,4,5,0,0,0.0,0.0,0,0,0,50,0,0,0,0,0,0,8,1.0,1.0,5,5,
1719,60,96.0,10628,7,5,0.0,4,3,4,3,835.0,835.0,5,0,1812,3,1,4,8,0,0,2.0,478.0,3,3,146,91,0,0,0,0,0,0,1,2.0,1.0,5,5,5.0
1720,20,76.0,10141,8,5,264.0,4,3,4,3,222.0,1512.0,5,0,1512,3,1,4,6,0,0,3.0,845.0,3,3,210,36,0,0,0,0,0,0,1,2.0,0.0,5,5,5.0
1721,20,63.0,13072,7,5,0.0,4,3,4,3,1114.0,1114.0,5,0,1114,3,1,4,6,0,0,2.0,576.0,3,3,248,102,0,0,0,0,0,0,5,1.0,1.0,5,4,4.0
1722,20,63.0,13072,5,5,0.0,3,3,4,3,1114.0,1114.0,5,0,1114,3,1,4,6,0,0,0.0,0.0,0,0,0,39,0,0,0,0,0,0,8,1.0,1.0,5,5,
1723,20,60.0,12450,5,5,0.0,3,3,4,3,278.0,1114.0,5,0,1114,3,1,4,6,0,0,2.0,576.0,3,3,0,42,0,0,0,0,0,0,6,3.0,0.0,6,5,5.0
1724,20,61.0,7328,7,5,140.0,4,3,4,3,1450.0,1450.0,5,0,1450,2,1,4,6,0,0,3.0,788.0,3,3,0,93,0,0,0,0,0,0,2,2.0,0.0,1,0,1.0
1725,60,43.0,11492,7,5,132.0,4,3,4,3,276.0,913.0,5,0,2122,4,1,4,8,1,3,2.0,559.0,3,3,0,74,0,0,0,0,0,0,4,3.0,1.0,13,12,12.0
1726,60,70.0,7703,6,6,0.0,4,4,4,4,400.0,816.0,5,0,1730,3,1,4,6,0,0,2.0,528.0,3,3,0,91,0,0,168,0,0,0,11,2.0,1.0,17,17,17.0
1727,120,50.0,7175,6,5,0.0,4,3,4,3,1332.0,1332.0,4,0,1332,2,1,4,5,0,0,2.0,542.0,3,3,0,60,0,0,0,0,0,0,2,2.0,0.0,19,18,19.0
